1109,|35|33|
1112,|19|31|
1114,|56|56|44|
1116,|22|64|
1119,|21|58|
1120,|31|19|
1122,|77|6|41|
1123,|6|6|65|69|69|
1125,|60|44|44|44|44|
1127,|33|24|
1138,|17|31|
1139,|5|77|
1140,|11|6|
1141,|74|33|
1143,|82|82|82|82|17|69|
1144,|14|77|44|19|
1147,|14|65|
1148,|31|31|69|69|
1150,|77|78|78|19|19|
1151,|24|24|19|5|
1152,|72|19|
1157,|28|24|24|24|33|33|
1158,|19|13|19|
1159,|7|16|2|
1161,|8|82|
1162,|14|14|29|29|
1165,|24|21|21|21|
1166,|14|9|9|9|9|40|
1167,|26|56|
1169,|55|17|
1173,|9|16|
1181,|24|33|
1182,|6|17|
1184,|33|7|7|
1186,|6|17|
1188,|56|56|44|
1189,|77|13|19|
1190,|56|77|62|
1191,|27|7|14|81|
1195,|55|81|81|
1198,|21|14|
1201,|24|19|
1202,|28|34|73|42|
1205,|24|24|6|33|31|17|
1207,|56|24|24|24|24|24|24|
1213,|19|36|19|
1215,|33|33|14|
1217,|49|7|
1218,|6|19|
1221,|33|33|33|33|33|33|19|
1223,|24|24|33|
1224,|33|11|
1226,|28|28|65|7|
1227,|7|4|
1232,|50|19|
1234,|24|33|6|
1240,|6|6|33|41|
1241,|56|44|58|
1243,|6|19|
1246,|77|77|65|65|65|65|
1249,|19|49|
1250,|34|17|17|
1252,|54|44|
1254,|33|19|17|
1256,|18|52|52|52|
1257,|35|74|74|17|
1262,|24|16|
1263,|44|51|44|44|
1264,|6|77|
1265,|35|18|33|19|46|
1268,|44|77|77|77|
1271,|74|77|31|31|
1273,|24|56|
1277,|36|28|45|45|33|
1278,|19|81|77|5|
1280,|38|62|62|
1281,|33|17|
1282,|24|33|33|
1284,|30|77|
1285,|33|33|33|33|33|6|69|
1286,|8|24|
1287,|63|19|
1289,|24|24|25|25|
1290,|77|40|
1300,|33|7|45|
1302,|34|19|
1303,|33|19|33|
1304,|77|77|77|17|
1305,|6|6|6|6|65|
1308,|75|40|40|
1309,|6|33|17|
1310,|18|65|78|
1314,|44|13|
1315,|21|7|
1316,|6|19|
1319,|11|17|
1321,|6|17|
1322,|56|28|28|16|28|
1324,|43|77|31|
1325,|8|33|
1326,|35|11|11|
1328,|33|65|52|
1330,|6|6|77|7|
1331,|33|33|33|33|33|6|6|6|
1335,|81|58|14|
1336,|19|51|
1337,|60|43|16|43|
1338,|18|6|
1339,|77|33|
1340,|81|81|81|81|81|45|45|
1341,|6|17|6|31|
1343,|33|33|33|33|33|33|33|6|6|31|
1344,|6|16|
1345,|33|33|33|17|
1347,|33|24|24|75|
1348,|56|19|
1351,|33|77|
1354,|77|77|77|41|41|
1355,|6|17|46|
1356,|24|11|2|
1357,|21|44|24|30|
1360,|24|44|
1361,|77|65|
1363,|33|33|33|33|33|31|31|
1366,|6|31|
1373,|28|38|
1376,|28|49|28|
1377,|33|50|19|
1379,|33|33|33|69|
1383,|33|11|
1385,|44|33|33|33|
1388,|66|66|67|67|37|19|
1390,|13|24|
1391,|63|14|
1392,|6|17|65|46|
1394,|33|17|
1395,|44|33|44|
1398,|70|28|
1404,|24|24|11|
1408,|62|6|
1409,|70|33|33|33|33|
1410,|47|6|6|6|
1411,|38|17|31|19|65|19|19|
1412,|28|28|75|75|75|
1415,|33|6|
1416,|24|14|14|6|6|
1419,|75|17|
1421,|44|33|33|
1422,|21|75|
1423,|13|19|13|13|
1424,|24|16|5|
1426,|6|19|
1427,|28|55|33|
1429,|44|44|77|
1430,|51|21|
1434,|70|19|19|
1435,|18|19|
1441,|6|33|6|6|
1443,|66|28|
1444,|42|56|
1448,|33|19|
1449,|13|19|
1460,|44|58|
1462,|38|38|49|
1463,|75|36|
1464,|33|6|77|
1466,|3|11|
1467,|70|31|55|
1468,|16|28|
1470,|17|19|
1472,|77|33|
1476,|33|5|
1484,|23|62|
1485,|28|62|62|
1486,|44|59|
1489,|5|63|
1491,|9|19|
1492,|71|77|13|
1493,|27|27|43|
1494,|43|6|43|
1495,|24|16|16|
1501,|58|24|44|
1502,|44|6|
1508,|7|51|24|41|
1509,|28|24|
1510,|6|19|
1511,|58|16|
1512,|40|13|
1513,|13|17|
1514,|67|33|33|
1515,|49|33|77|
1516,|51|6|19|
1517,|24|24|24|25|24|
1520,|18|14|69|
1521,|72|23|78|
1522,|63|65|
1528,|33|75|45|
1530,|27|24|24|24|24|24|
1532,|44|6|
1534,|10|10|44|
1538,|29|44|
1539,|24|44|
1540,|49|17|17|
1542,|70|33|33|20|
1544,|14|77|
1545,|45|20|
1546,|55|31|31|31|31|
1547,|11|22|30|
1548,|77|31|19|19|
1549,|42|65|19|
1554,|24|19|
1555,|55|24|
1557,|28|19|77|
1558,|33|33|33|6|
1559,|24|13|17|
1560,|81|11|
1561,|33|19|19|
1562,|47|19|19|
1565,|21|24|
1567,|62|79|
1569,|33|6|44|
1570,|56|56|56|56|16|16|75|16|58|
1571,|12|51|51|51|
1572,|77|7|
1573,|70|31|31|31|
1575,|45|81|6|
1578,|55|55|17|
1581,|24|28|19|77|17|
1582,|33|33|33|17|17|
1584,|40|40|67|19|
1586,|31|33|31|
1587,|21|33|51|52|
1590,|73|33|
1594,|6|45|45|19|
1597,|6|69|
1598,|44|17|17|
1599,|12|51|
1601,|33|11|19|
1609,|28|16|28|33|
1610,|33|31|
1611,|58|44|81|
1613,|36|10|44|
1615,|77|77|33|77|77|
1617,|33|48|33|
1618,|21|24|24|24|51|51|24|
1619,|24|25|25|24|25|25|25|24|
1620,|44|33|44|33|33|33|
1622,|44|33|
1623,|33|33|33|44|
1625,|19|82|77|65|
1628,|14|55|
1632,|33|17|
1634,|24|19|
1637,|21|21|21|21|42|
1639,|77|33|
1640,|77|69|
1642,|44|59|59|59|
1643,|44|8|
1644,|29|6|6|44|
1646,|72|19|
1648,|24|24|24|22|
1649,|33|33|33|33|6|
1652,|33|33|6|
1653,|10|10|44|
1654,|6|6|6|6|6|6|17|
1659,|16|40|
1661,|6|17|
1662,|58|29|44|
1664,|28|28|33|19|
1668,|33|5|
1669,|19|77|65|65|
1670,|55|19|
1672,|33|77|
1674,|33|6|6|
1676,|21|31|31|31|17|
1677,|26|24|
1681,|33|38|
1685,|34|17|
1688,|44|24|51|51|
1691,|22|24|
1692,|37|37|38|
1693,|39|1|
1694,|24|24|19|19|
1697,|6|77|17|46|
1698,|53|16|
1702,|73|33|
1704,|22|77|
1706,|75|16|75|75|19|
1708,|75|17|
1713,|26|24|24|
1719,|81|81|81|31|31|
1720,|33|11|
1721,|77|33|31|17|17|19|
1722,|58|58|16|
1727,|33|33|33|33|19|
1728,|24|6|6|
1729,|81|49|81|81|
1730,|6|33|
1733,|56|28|16|
1734,|18|19|66|
1735,|33|77|50|19|
1738,|73|14|52|52|69|
1739,|13|19|41|
1740,|58|38|49|
1741,|49|19|
1742,|70|33|
1744,|27|11|
1745,|14|20|
1746,|24|24|24|24|19|
1747,|13|19|
1748,|74|44|31|31|
1752,|33|6|6|
1753,|33|67|
1754,|77|7|7|
1764,|19|17|
1767,|33|54|6|82|19|
1769,|44|24|
1773,|77|66|13|
1774,|54|33|33|33|
1775,|13|77|
1779,|15|17|
1780,|28|6|77|
1781,|65|55|
1782,|26|24|24|24|
1783,|24|24|24|77|77|77|
1784,|3|19|
1785,|44|76|
1786,|35|77|77|77|
1790,|54|44|44|
1791,|21|14|
1792,|60|13|13|
1795,|6|6|6|65|
1799,|21|24|24|
1801,|56|16|
1802,|24|44|81|
1806,|77|19|19|19|
1809,|10|6|33|
1810,|9|33|11|
1812,|5|11|
1813,|21|38|
1814,|63|24|
1815,|72|49|49|49|
1819,|33|19|17|
1820,|40|77|77|
1822,|77|3|
1823,|43|16|17|
1826,|8|28|
1828,|60|24|
1830,|19|33|19|
1837,|44|24|
1838,|19|19|17|
1839,|50|65|
1841,|51|3|33|
1842,|81|19|
1843,|19|19|4|
1845,|67|13|
1846,|33|44|16|
1848,|6|6|6|6|33|
1849,|27|2|
1850,|24|24|
1852,|65|7|7|
1854,|33|33|33|75|6|
1856,|6|65|
1859,|19|31|19|
1862,|77|19|11|11|
1863,|13|19|
1865,|60|53|
1866,|18|24|18|
1867,|33|33|81|81|81|
1868,|16|33|33|75|
1869,|14|6|
1870,|15|19|
1877,|11|11|33|33|
1879,|72|33|
1881,|33|11|24|6|
1882,|13|6|
1883,|19|7|13|
1885,|31|31|31|31|31|69|
1887,|13|44|44|44|
1888,|21|44|
1889,|33|33|65|
1892,|24|6|6|6|6|6|33|33|
1893,|28|56|16|22|
1894,|6|17|
1895,|13|19|
1896,|33|33|33|6|69|
1901,|56|44|
1902,|24|64|64|
1906,|64|33|
1907,|41|17|17|4|
1908,|77|45|
1909,|33|19|11|
1910,|80|33|4|
1911,|30|11|
1913,|27|60|
1914,|33|33|33|81|19|33|
1915,|24|21|21|
1917,|35|81|81|69|
1920,|6|33|
1921,|24|16|21|
1927,|44|44|44|33|
1929,|13|33|
1931,|77|77|41|
1933,|19|19|17|17|
1938,|44|31|31|
1939,|56|44|24|6|
1941,|2|2|31|
1943,|19|13|
1946,|33|19|19|
1947,|62|5|
1948,|33|58|
1951,|53|14|
1952,|53|3|
1953,|14|81|
1955,|27|33|75|
1956,|33|33|31|
1963,|6|44|44|
1964,|44|44|44|44|17|
1966,|24|18|14|18|18|
1967,|14|14|
1968,|13|47|18|6|31|41|
1969,|13|69|
1970,|28|47|
1972,|64|11|
1973,|24|62|
1975,|15|19|19|
1978,|33|5|
1979,|51|44|44|44|
1980,|35|77|19|19|19|
1985,|81|69|
1986,|35|11|11|19|
1988,|19|7|
1990,|24|81|
1992,|62|11|
1993,|36|19|19|
1994,|18|18|44|
1995,|59|31|
1996,|24|33|33|33|
1997,|33|33|33|33|77|
1998,|33|45|
2000,|45|17|
2005,|62|77|
2006,|19|77|77|77|
2009,|33|24|
2014,|40|24|
2015,|17|17|69|
2016,|6|23|
2019,|11|5|
2020,|59|44|
2021,|38|49|49|
2022,|33|34|
2026,|77|19|
2027,|3|33|33|
2028,|18|19|
2029,|18|6|
2032,|24|33|33|33|
2034,|33|33|3|3|
2035,|28|33|33|
2036,|24|18|19|19|19|19|
2040,|16|24|24|14|
2043,|33|81|52|
2044,|36|22|
2047,|24|24|
2049,|77|80|17|
2050,|22|11|
2051,|33|33|6|
2052,|11|5|
2053,|33|33|81|11|11|
2056,|67|6|17|
2057,|2|24|
2062,|35|35|19|33|
2063,|33|33|31|
2065,|80|80|80|32|
2066,|33|33|33|62|
2067,|28|64|64|64|
2072,|40|45|45|
2074,|22|33|
2081,|33|6|
2083,|47|47|19|
2084,|33|6|
2088,|66|19|19|
2091,|6|33|
2097,|55|55|19|
2098,|13|44|
2100,|21|24|
2101,|33|11|48|62|
2102,|30|11|
2103,|7|6|
2105,|35|5|
2106,|7|14|
2109,|18|6|44|44|33|
2110,|28|75|75|
2111,|33|19|
2112,|19|11|
2113,|24|24|19|
2116,|77|55|55|55|
2117,|19|19|77|
2119,|75|75|38|19|
2120,|35|77|77|77|33|33|33|
2122,|24|24|76|
2126,|19|19|33|19|19|
2129,|33|33|33|81|
2130,|49|73|
2131,|74|65|65|
2133,|24|24|6|6|
2134,|30|36|36|36|36|
2135,|24|28|28|
2136,|24|75|
2138,|44|19|17|33|17|
2140,|31|69|
2141,|33|28|28|
2143,|19|77|
2144,|33|56|33|75|21|44|
2146,|7|17|17|
2147,|58|16|58|
2152,|31|31|7|
2153,|60|60|8|
2155,|18|8|8|
2157,|33|31|65|19|
2158,|19|19|55|66|
2160,|33|31|31|31|
2161,|9|9|9|75|33|
2162,|74|17|74|17|
2164,|15|15|24|24|
2170,|58|55|33|33|
2171,|77|33|
2175,|18|36|
2176,|59|58|14|14|
2177,|33|18|33|33|65|
2178,|35|35|17|46|
2179,|55|24|24|24|24|24|24|24|24|24|
2180,|14|75|
2181,|19|33|17|19|
2188,|14|14|13|75|13|13|75|
2190,|56|81|45|
2191,|49|33|
2193,|19|17|17|17|
2195,|11|5|
2198,|21|75|75|
2200,|33|33|17|
2201,|3|3|3|
2207,|33|75|17|
2208,|36|77|77|77|
2210,|44|77|33|80|
2213,|56|40|
2214,|24|44|14|54|
2217,|33|81|81|81|
2218,|77|65|
2219,|34|55|17|55|31|
2220,|36|24|
2221,|41|33|
2223,|31|19|
2231,|33|33|33|31|31|
2233,|49|19|17|17|
2234,|60|60|53|
2237,|65|7|
2240,|42|23|23|
2243,|8|8|28|
2245,|33|28|28|
2246,|33|33|69|
2247,|14|49|
2248,|70|38|66|
2249,|24|6|6|6|6|
2253,|52|82|65|
2254,|35|13|
2256,|24|24|24|24|24|24|24|24|24|24|24|24|24|30|
2257,|15|44|
2258,|79|14|
2259,|17|19|19|
2261,|62|19|19|19|
2265,|60|56|
2266,|33|33|33|19|
2267,|27|24|19|19|33|
2268,|44|77|
2269,|65|19|
2275,|33|33|35|33|
2278,|53|53|24|
2280,|51|13|6|13|52|
2281,|34|33|33|
2284,|56|56|56|24|
2287,|24|28|11|11|
2290,|14|33|
2291,|56|56|56|56|38|75|
2292,|33|81|
2294,|6|7|
2295,|33|11|11|11|11|
2297,|77|33|
2298,|51|81|
2300,|47|49|47|47|33|47|
2301,|16|6|
2302,|39|39|1|
2305,|57|51|51|51|11|
2306,|24|24|24|9|
2308,|60|81|6|6|
2309,|21|21|24|
2315,|33|19|
2317,|8|24|6|33|33|
2318,|24|19|
2319,|27|14|81|81|81|81|81|17|
2320,|44|16|
2321,|77|77|65|
2323,|54|44|77|16|
2324,|81|2|
2325,|77|77|42|
2326,|77|7|
2328,|14|31|31|31|31|
2329,|73|19|
2331,|8|7|
2332,|8|33|
2335,|11|77|
2339,|33|31|
2340,|60|60|24|
2341,|34|13|
2344,|40|75|
2345,|49|38|38|
2349,|15|77|77|17|
2352,|25|24|6|6|20|20|
2353,|33|33|65|
2362,|13|44|19|
2363,|62|11|
2365,|6|11|14|75|
2367,|24|11|11|
2371,|14|14|14|58|29|
2374,|70|3|
2377,|33|20|
2380,|58|5|
2385,|77|29|41|
2386,|13|44|
2388,|19|19|17|
2390,|33|66|31|31|
2392,|77|77|77|33|
2394,|33|33|82|82|52|
2395,|28|19|62|5|
2397,|24|11|11|
2398,|24|77|77|77|31|
2399,|74|44|74|44|44|
2400,|44|77|44|
2404,|24|56|56|
2407,|27|82|82|52|
2408,|24|24|24|24|
2409,|13|6|
2413,|77|19|7|
2415,|35|15|19|33|19|19|
2416,|33|33|33|31|31|
2417,|33|6|19|
2418,|36|33|
2419,|33|33|33|33|33|33|19|
2420,|33|33|33|33|33|33|33|77|77|77|77|77|
2422,|73|6|65|
2423,|44|44|17|69|
2424,|44|16|16|16|
2427,|77|69|
2429,|13|19|
2431,|81|19|65|69|
2437,|33|62|9|
2438,|24|81|
2439,|55|55|41|
2440,|16|5|
2441,|51|24|24|24|
2443,|35|17|4|
2449,|19|5|
2450,|60|33|33|
2451,|44|24|24|
2453,|42|33|
2455,|42|15|
2456,|24|30|30|
2458,|70|19|
2459,|33|33|33|77|
2463,|36|42|77|
2464,|33|19|
2465,|21|21|75|
2466,|44|6|6|
2467,|77|80|
2469,|33|28|24|5|
2471,|31|19|
2475,|36|33|
2476,|44|27|
2477,|18|33|65|65|
2478,|19|55|17|17|
2480,|24|28|81|
2481,|74|17|
2484,|33|6|19|
2486,|73|6|
2491,|6|19|4|
2492,|6|31|
2494,|31|4|
2495,|22|36|64|
2496,|33|19|
2499,|24|58|62|
2501,|64|77|
2502,|33|38|38|13|33|
2503,|77|77|65|
2505,|13|33|13|19|
2506,|55|33|
2509,|58|58|58|6|
2510,|62|33|
2511,|18|19|
2512,|19|19|19|33|
2516,|31|46|
2518,|62|33|5|
2519,|31|13|
2520,|24|40|
2521,|71|6|30|
2522,|44|17|17|
2525,|65|65|32|
2526,|28|6|
2531,|77|33|33|
2532,|44|33|28|
2535,|24|24|51|
2538,|56|58|58|
2539,|44|19|
2540,|31|19|65|46|
2541,|24|24|6|
2543,|18|77|33|
2546,|19|31|
2552,|24|33|11|11|11|11|33|11|
2553,|19|19|78|
2555,|81|31|69|
2557,|35|35|33|31|
2558,|11|19|
2559,|16|40|6|7|
2563,|42|52|
2564,|51|44|
2566,|62|20|20|
2567,|33|11|
2568,|10|24|
2569,|13|19|
2571,|13|28|40|75|
2573,|28|75|
2574,|24|16|24|
2575,|28|21|21|
2577,|34|80|
2579,|17|17|19|17|
2584,|77|7|
2585,|30|62|
2586,|33|28|
2587,|13|44|44|
2588,|56|44|
2589,|35|28|19|19|78|
2590,|24|24|16|16|
2593,|56|44|82|
2594,|21|6|6|
2597,|81|53|
